"","id","title","artist","mood","mood.cod","tempo","tempo.cod","genre","genre.cod","artist_type","artist_type.cod","durationSeg","durationSeg.cod","chart_date","agnioChar_date.numero","anioNacimiento","anioNacimiento.numero","age","age.cod","top"
"1",0,"Small Town Throwdown","BRANTLEY GILBERT featuring JUSTIN MOORE & THOMAS RHETT","Brooding",4,"Medium Tempo",1,"Traditional",2,"Male",3,191,2,20140628,2014,"1975",1975,39,4,"0"
"2",1,"Bang Bang","JESSIE J, ARIANA GRANDE & NICKI MINAJ","Energizing",6,"Medium Tempo",1,"Pop",3,"Female",2,368,6,20140816,2014,"1989",1989,25,1,"0"
"3",2,"Timber","PITBULL featuring KE$HA","Excited",5,"Medium Tempo",1,"Urban",3,"Mixed",1,223,3,20140118,2014,"1993",1993,21,NA,"1"
"4",3,"Sweater Weather","THE NEIGHBOURHOOD","Brooding",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,206,2,20140104,2014,"1989",1989,25,1,"0"
"5",4,"Automatic","MIRANDA LAMBERT","Yearning",4,"Medium Tempo",1,"Traditional",2,"Female",2,232,3,20140301,2014,"0",1982,32,3,"0"
"6",5,"Where Is At (Yep Yep)","DUSTIN LYNCH","Upbeat",5,"Medium Tempo",1,"Traditional",2,"Male",3,219,3,20140531,2014,"1990",1990,24,1,"0"
"7",6,"Single Ladies (Put A Ring On It)","BEYONCE","Cool",5,"Slow Tempo",0,"Urban",3,"Female",2,43,0,20081213,2008,"1981",1981,27,2,"1"
"8",7,"Me And My Broken Heart","RIXTON","Urgent",3,"Fast Tempo",2,"Pop",3,"Male",3,557,6,20140412,2014,"1973",1973,41,4,"0"
"9",8,"I Luh Ya Papi","JENNIFER LOPEZ featuring FRENCH MONTANA","Aggressive",4,"Medium Tempo",1,"Urban",3,"Female",2,182,2,20140329,2014,"1969",1969,45,5,"0"
"10",9,"Chocolate","THE 1975","Yearning",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,347,6,20140208,2014,"0",1982,32,3,"0"
"11",10,"Fancy","IGGY AZALEA featuring CHARLI XCX","Energizing",6,"Medium Tempo",1,"Urban",3,"Female",2,197,2,20140607,2014,"1974",1974,40,4,"1"
"12",11,"Take Me To Church","HOZIER","Sophisticated",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,223,3,20140830,2014,"0",1982,32,3,"0"
"13",12,"Confident","JUSTIN BIEBER featuring CHANCE THE RAPPER","Energizing",6,"Fast Tempo",2,"Pop",3,"Male",3,258,4,20140215,2014,"1992",1992,22,1,"0"
"14",13,"V. 3005","CHILDISH GAMBINO","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,302,6,20140628,2014,"0",1982,32,3,"0"
"15",14,"Lifestyle","RICH GANG featuring YOUNG THUG & RICH HOMIE QUAN","Sensual",2,"Medium Tempo",1,"Urban",3,"Female",2,182,2,20140802,2014,"1977",1977,37,4,"0"
"16",15,"Teenage Dream","KATY PERRY","Excited",5,"Medium Tempo",1,"Pop",3,"Female",2,235,3,20100918,2010,"1984",1984,26,1,"1"
"17",16,"Hello Kitty","AVRIL LAVIGNE","Aggressive",4,"Medium Tempo",1,"Pop",3,"Female",2,222,3,20140510,2014,"1984",1984,30,2,"0"
"18",17,"Underneath The Tree","KELLY CLARKSON","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,199,2,20140104,2014,"1985",1985,29,2,"0"
"19",18,"Know Yourself","DRAKE","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,282,5,20150307,2015,"1986",1986,29,2,"0"
"20",19,"Drink A Beer","LUKE BRYAN","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,242,4,20140104,2014,"1976",1976,38,4,"0"
"21",20,"Glory","COMMON & JOHN LEGEND","Sophisticated",4,"Medium Tempo",1,"Urban",3,"Male",3,199,2,20150131,2015,"1985",1985,30,2,"0"
"22",21,"Anaconda","NICKI MINAJ","Defiant",3,"Medium Tempo",1,"Urban",3,"Female",2,364,6,20140823,2014,"1988",1988,26,1,"0"
"23",22,"Don't Forget About Us","MARIAH CAREY","Sensual",2,"Medium Tempo",1,"Urban",3,"Female",2,229,3,20051231,2005,"1970",1970,35,3,"1"
"24",23,"One More Night","MAROON 5","Energizing",6,"Medium Tempo",1,"Pop",3,"Male",3,314,6,20120929,2012,"1989",1989,23,1,"1"
"25",24,"Bobby Bitch","BOBBY SHMURDA","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,315,6,20141101,2014,"1979",1979,35,3,"0"
"26",25,"Elastic Heart","SIA","Excited",5,"Medium Tempo",1,"Alternative & Punk",1,"Female",2,250,4,20150124,2015,"1985",1985,30,2,"0"
"27",26,"Thriller","MICHAEL JACKSON","Energizing",6,"Medium Tempo",1,"Urban",3,"Male",3,229,3,20141115,2014,"1958",1958,56,7,"0"
"28",27,"Doin' What She Likes","BLAKE SHELTON","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,195,2,20140201,2014,"0",1982,32,3,"0"
"29",28,"That's My Kind Of Night","LUKE BRYAN","Gritty",3,"Medium Tempo",1,"Traditional",2,"Male",3,285,5,20140104,2014,"1976",1976,38,4,"0"
"30",29,"Slow Motion","JUVENILE featuring SOULJA SLIM","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,235,3,20040807,2004,"1982",1982,22,1,"1"
"31",30,"Velvet","CHRIS JAMISON","Cool",5,"Slow Tempo",0,"Pop",3,"Male",3,239,3,20150103,2015,"1994",1994,21,NA,"0"
"32",31,"Take Your Time","SAM HUNT","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,197,2,20150117,2015,"1984",1984,31,2,"0"
"33",32,"No Mediocre","T.I. featuring IGGY AZALEA","Defiant",3,"Medium Tempo",1,"Urban",3,"Mixed",1,197,2,20140705,2014,"1988",1988,26,1,"0"
"34",33,"Something In The Water","CARRIE UNDERWOOD","Romantic",2,"Medium Tempo",1,"Traditional",2,"Female",2,184,2,20141018,2014,"0",1982,32,3,"0"
"35",34,"Fireball","PITBULL featuring JOHN RYAN","Excited",5,"Medium Tempo",1,"Urban",3,"Male",3,289,5,20140823,2014,"1981",1981,33,3,"0"
"36",35,"Blessings","BIG SEAN featuring DRAKE","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,250,4,20150221,2015,"1986",1986,29,2,"0"
"37",36,"Work","IGGY AZALEA","Energizing",6,"Fast Tempo",2,"Pop",3,"Female",2,258,4,20140517,2014,"0",1982,32,3,"0"
"38",37,"Post To Be","OMARION featuring CHRIS BROWN & JHENE AIKO","Cool",5,"Slow Tempo",0,"Urban",3,"Mixed",1,143,0,20150124,2015,"0",1982,33,3,"0"
"39",38,"Take Me Home","CASH CASH featuring BEBE REXHA","Romantic",2,"Medium Tempo",1,"Traditional",2,"Male",3,271,5,20140201,2014,"0",1982,32,3,"0"
"40",39,"Tuesday","I LOVE MAKONNEN featuring DRAKE","Brooding",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,234,3,20141011,2014,"1988",1988,26,1,"0"
"41",40,"Bad Day","DANIEL POWTER","Empowering",6,"Medium Tempo",1,"Pop",3,"Male",3,252,4,20060408,2006,"1971",1971,35,3,"1"
"42",41,"Roar","KATY PERRY","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,277,5,20130914,2013,"1986",1986,27,2,"1"
"43",42,"Somebody","NATALIE LA ROSE featuring JEREMIH","Sensual",2,"Medium Tempo",1,"Pop",3,"Mixed",1,243,4,20150207,2015,"1987",1987,28,2,"0"
"44",43,"West Coast","LANA DEL REY","Yearning",4,"Medium Tempo",1,"Electronica",1,"Female",2,216,3,20140503,2014,"1981",1981,33,3,"0"
"45",44,"Nothin' On You","B.O.B featuring BRUNO MARS","Rowdy",4,"Medium Tempo",1,"Urban",3,"Male",3,131,0,20100501,2010,"1985",1985,25,1,"1"
"46",45,"Baby Don't Lie","GWEN STEFANI","Cool",5,"Medium Tempo",1,"Pop",3,"Female",2,1619,6,20141108,2014,"1969",1969,45,5,"0"
"47",46,"Gonna Know We Were Here","JASON ALDEAN","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,233,3,20141004,2014,"1977",1977,37,4,"0"
"48",47,"Harlem Shake","BAAUER","Energizing",6,"Fast Tempo",2,"Electronica",1,"Male",3,169,1,20130302,2013,"1988",1988,25,1,"1"
"49",48,"Main Chick","KID INK featuring CHRIS BROWN","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,203,2,20140531,2014,"1988",1988,26,1,"0"
"50",49,"We Belong Together","MARIAH CAREY","Sensual",2,"Medium Tempo",1,"Urban",3,"Female",2,17,0,20050604,2005,"1987",1987,18,NA,"1"
"51",50,"No Flex Zone!!","RAE SREMMURD","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,271,5,20140816,2014,"1995",1995,19,NA,"0"
"52",51,"Break Your Heart","TAIO CRUZ featuring LUDACRIS","Excited",5,"Medium Tempo",1,"Urban",3,"Male",3,233,3,20100320,2010,"1985",1985,25,1,"1"
"53",52,"The Big Bang","KATY TIZ","Urgent",3,"Medium Tempo",1,"Other",0,"Mixed",1,314,6,20140517,2014,"0",1982,32,3,"0"
"54",53,"Keep Your Money","EMPIRE CAST featuring JUSSIE SMOLLETT","Defiant",3,"Medium Tempo",1,"Soundtrack",0,"Mixed",1,244,4,20150228,2015,"1974",1974,41,4,"0"
"55",54,"Hot Boy","BOBBY SHMURDA","Excited",5,"Fast Tempo",2,"Pop",3,"Mixed",1,263,4,20140816,2014,"0",1982,32,3,"0"
"56",55,"Gas Pedal","SAGE THE GEMINI featuring IAMSU","Other",0,"Slow Tempo",0,"Urban",3,"Male",3,243,4,20140104,2014,"1974",1974,40,4,"0"
"57",56,"Roar","KATY PERRY","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,220,3,20140104,2014,"1984",1984,30,2,"0"
"58",57,"Budapest","GEORGE EZRA","Fiery",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,216,3,20150214,2015,"0",1982,33,3,"0"
"59",58,"We Might Be Dead By Tomorrow","SOKO","Sentimental",4,"Slow Tempo",0,"Alternative & Punk",1,"Female",2,205,2,20140329,2014,"1988",1988,26,1,"0"
"60",59,"Only","NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN","Cool",5,"Medium Tempo",1,"Urban",3,"Mixed",1,185,2,20141115,2014,"1985",1985,29,2,"0"
"61",60,"All Of Me","JOHN LEGEND","Sophisticated",4,"Slow Tempo",0,"Urban",3,"Male",3,308,6,20140517,2014,"1978",1978,36,3,"1"
"62",61,"I Bet","CIARA","Sensual",2,"Medium Tempo",1,"Urban",3,"Female",2,197,2,20150214,2015,"1987",1987,28,2,"0"
"63",62,"Meanwhile Back At Mama's","TIM McGRAW featuring FAITH HILL","Yearning",4,"Medium Tempo",1,"Traditional",2,"Mixed",1,259,4,20140614,2014,"0",1982,32,3,"0"
"64",63,"This Is How We Roll","FLORIDA GEORGIA LINE featuring LUKE BRYAN","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,367,6,20140301,2014,"1987",1987,27,2,"0"
"65",64,"Stolen Dance","MILKY CHANCE","Cool",5,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,208,2,20140809,2014,"0",1982,32,3,"0"
"66",65,"Earned It (Fifty Shades Of Grey)","THE WEEKND","Sophisticated",4,"Medium Tempo",1,"Urban",3,"Male",3,261,4,20150110,2015,"1981",1981,34,3,"0"
"67",66,"Heartbeat Song","KELLY CLARKSON","Sophisticated",4,"Medium Tempo",1,"Pop",3,"Female",2,204,2,20150131,2015,"0",1982,33,3,"0"
"68",67,"Touch My Body","MARIAH CAREY","Sensual",2,"Slow Tempo",0,"Urban",3,"Female",2,260,4,20080412,2008,"1970",1970,38,4,"1"
"69",68,"Let Me Love You","MARIO WINANS","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,308,6,20050101,2005,"1974",1974,31,2,"1"
"70",69,"Invisible","HUNTER HAYES","Empowering",6,"Slow Tempo",0,"Traditional",2,"Male",3,223,3,20140208,2014,"1986",1986,28,2,"0"
"71",70,"Sweet Little Somethin'","JASON ALDEAN","Brooding",4,"Medium Tempo",1,"Traditional",2,"Male",3,262,4,20140920,2014,"1979",1979,35,3,"0"
"72",71,"Night Changes","ONE DIRECTION","Empowering",6,"Medium Tempo",1,"Pop",3,"Male",3,213,3,20141206,2014,"1994",1994,20,NA,"0"
"73",72,"Style","TAYLOR SWIFT","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,0,0,20141115,2014,"1982",1982,32,3,"0"
"74",73,"I Have Nothing","TESSANNE CHIN","Sentimental",4,"Slow Tempo",0,"Alternative & Punk",1,"Mixed",1,4496,6,20140104,2014,"1986",1986,28,2,"0"
"75",74,"Chandelier","SIA","Excited",5,"Medium Tempo",1,"Alternative & Punk",1,"Female",2,119,0,20140524,2014,"1981",1981,33,3,"0"
"76",75,"Empire State Of Mind","JAY-Z & ALICIA KEYS","Energizing",6,"Medium Tempo",1,"Urban",3,"Mixed",1,110,0,20091128,2009,"1981",1981,28,2,"1"
"77",76,"10 Bands","DRAKE","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,304,6,20150228,2015,"1986",1986,29,2,"0"
"78",77,"Raise Your Glass","P!NK","Excited",5,"Medium Tempo",1,"Pop",3,"Female",2,232,3,20101211,2010,"1988",1988,22,1,"1"
"79",78,"Neon Lights","DEMI LOVATO","Urgent",3,"Medium Tempo",1,"Pop",3,"Female",2,372,6,20140111,2014,"1992",1992,22,1,"0"
"80",79,"Anything Goes","FLORIDA GEORGIA LINE","Rowdy",4,"Medium Tempo",1,"Rock",1,"Male",3,226,3,20141011,2014,"1987",1987,27,2,"0"
"81",80,"Umbrella","RIHANNA featuring JAY-Z","Energizing",6,"Medium Tempo",1,"Urban",3,"Mixed",1,0,0,20070609,2007,"1988",1988,19,NA,"1"
"82",81,"Shut Up + Dance","WALK THE MOON","Defiant",3,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,0,0,20141122,2014,"1982",1982,32,3,"0"
"83",82,"Sunny And 75","JOE NICHOLS","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,300,5,20140104,2014,"1970",1970,44,5,"0"
"84",83,"Happy","PHARRELL WILLIAMS","Energizing",6,"Medium Tempo",1,"Pop",3,"Male",3,222,3,20140308,2014,"1985",1985,29,2,"1"
"85",84,"Two Night Town","JASON ALDEAN","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,0,0,20140927,2014,"0",1982,32,3,"0"
"86",85,"Marry Me","JASON DERULO","Excited",5,"Medium Tempo",1,"Pop",3,"Male",3,279,5,20140104,2014,"1979",1979,35,3,"0"
"87",86,"Cool Kids","ECHOSMITH","Yearning",4,"Medium Tempo",1,"Alternative & Punk",1,"Mixed",1,331,6,20140726,2014,"1981",1981,33,3,"0"
"88",87,"7/11","BEYONCE","Energizing",6,"Fast Tempo",2,"Urban",3,"Female",2,217,3,20150307,2015,"1981",1981,34,3,"0"
"89",88,"Best Friends","SOPHIA GRACE","Empowering",6,"Medium Tempo",1,"Urban",3,"Female",2,230,3,20150124,2015,"1977",1977,38,4,"0"
"90",89,"Bleeding Love","LEONA LEWIS","Defiant",3,"Medium Tempo",1,"Urban",3,"Female",2,257,4,20080405,2008,"1985",1985,23,1,"1"
"91",90,"Birthday","KATY PERRY","Excited",5,"Medium Tempo",1,"Pop",3,"Female",2,278,5,20140426,2014,"1975",1975,39,4,"0"
"92",91,"Walk Thru","RICH HOMIE QUAN featuring PROBLEM","Sensual",2,"Slow Tempo",0,"Urban",3,"Male",3,242,4,20140906,2014,"1990",1990,24,1,"0"
"93",92,"Santa Tell Me","ARIANA GRANDE","Sensual",2,"Medium Tempo",1,"Pop",3,"Female",2,247,4,20141213,2014,"1993",1993,21,NA,"0"
"94",93,"Let It Be","TESSANNE CHIN & ADAM LEVINE","Empowering",6,"Medium Tempo",1,"Rock",1,"Male",3,267,4,20140104,2014,"1988",1988,26,1,"0"
"95",94,"Applause","LADY GAGA","Urgent",3,"Fast Tempo",2,"Pop",3,"Female",2,210,2,20140104,2014,"1985",1985,29,2,"0"
"96",95,"Rude","MAGIC!","Sensual",2,"Medium Tempo",1,"Other",0,"Male",3,228,3,20140726,2014,"1981",1981,33,3,"1"
"97",96,"Rude Boy","RIHANNA","Urgent",3,"Fast Tempo",2,"Urban",3,"Female",2,259,4,20100327,2010,"1984",1984,26,1,"1"
"98",97,"Sing","ED SHEERAN","Urgent",3,"Medium Tempo",1,"Pop",3,"Male",3,382,6,20140426,2014,"1971",1971,43,5,"0"
"99",98,"Drunk Last Night","ELI YOUNG BAND","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,263,4,20140104,2014,"1973",1973,41,4,"0"
"100",99,"A Little Too Much","SHAWN MENDES","Empowering",6,"Medium Tempo",1,"Pop",3,"Male",3,225,3,20150221,2015,"1975",1975,40,4,"0"
"101",100,"Day Drinking","LITTLE BIG TOWN","Urgent",3,"Medium Tempo",1,"Traditional",2,"Mixed",1,329,6,20140621,2014,"1971",1971,43,5,"0"
"102",101,"Yeah","JOE NICHOLS","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,0,0,20140510,2014,"1981",1981,33,3,"0"
"103",102,"So Sick","NE-YO","Sensual",2,"Slow Tempo",0,"Urban",3,"Male",3,146,0,20060318,2006,"1978",1978,28,2,"1"
"104",103,"Alone Together","FALL OUT BOY","Defiant",3,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,333,6,20140104,2014,"1981",1981,33,3,"0"
"105",104,"Thinking Out Loud","ED SHEERAN","Empowering",6,"Slow Tempo",0,"Pop",3,"Male",3,319,6,20141025,2014,"1973",1973,41,4,"0"
"106",105,"No Role Modelz","J. COLE","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,323,6,20141227,2014,"1981",1981,33,3,"0"
"107",106,"My Life Would Suck Without You","KELLY CLARKSON","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,223,3,20090207,2009,"1977",1977,32,3,"1"
"108",107,"Close Your Eyes","PARMALEE","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,272,5,20141011,2014,"1981",1981,33,3,"0"
"109",108,"You And Your Friends","WIZ KHALIFA featuring SNOOP DOGG & TY DOLLAR $IGN","Cool",5,"Slow Tempo",0,"Urban",3,"Male",3,0,0,20141004,2014,"1975",1975,39,4,"0"
"110",109,"Word Crimes","WEIRD AL YANKOVIC","Excited",5,"Medium Tempo",1,"Other",0,"Male",3,568,6,20140802,2014,"1978",1978,36,3,"0"
"111",110,"Worth It","FIFTH HARMONY featuring KID INK","Energizing",6,"Medium Tempo",1,"Pop",3,"Mixed",1,245,4,20150207,2015,"1976",1976,39,4,"0"
"112",111,"Roller Coaster","LUKE BRYAN","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,210,2,20140802,2014,"1977",1977,37,4,"0"
"113",112,"Lost Without U","CHRIS JAMISON & ADAM LEVINE","Sensual",2,"Medium Tempo",1,"Pop",3,"Male",3,4150,6,20150103,2015,"1979",1979,36,3,"0"
"114",113,"Only One","KANYE WEST featuring PAUL McCARTNEY","Urgent",3,"Fast Tempo",2,"Rock",1,"Mixed",1,208,2,20150117,2015,"1988",1988,27,2,"0"
"115",114,"Out The Speakers","A-TRAK + MILO & OTIS featuring RICH KIDZ","Aggressive",4,"Medium Tempo",1,"Electronica",1,"Male",3,207,2,20150221,2015,"1971",1971,44,5,"0"
"116",115,"Midnight Memories","ONE DIRECTION","Urgent",3,"Medium Tempo",1,"Pop",3,"Male",3,188,2,20140215,2014,"1994",1994,20,NA,"0"
"117",116,"Drop It Like It's Hot","SNOOP DOGG","Cool",5,"Slow Tempo",0,"Urban",3,"Male",3,115,0,20041211,2004,"1982",1982,22,1,"1"
"118",117,"Don't","ED SHEERAN","Cool",5,"Slow Tempo",0,"Pop",3,"Male",3,180,1,20140628,2014,"1977",1977,37,4,"0"
"119",118,"Homegrown","ZAC BROWN BAND","Empowering",6,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,215,3,20150131,2015,"1981",1981,34,3,"0"
"120",119,"Let It Go","DEMI LOVATO","Empowering",6,"Medium Tempo",1,"Pop",3,"Female",2,232,3,20140104,2014,"1992",1992,22,1,"0"
"121",120,"Set Fire To The Rain","ADELE","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,152,1,20120204,2012,"1988",1988,24,1,"1"
"122",121,"Gold Digger","KANYE WEST featuring JAMIE FOXX","Aggressive",4,"Medium Tempo",1,"Urban",3,"Male",3,271,5,20050917,2005,"1970",1970,35,3,"1"
"123",122,"Don't Matter","AKON","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,246,4,20070407,2007,"1973",1973,34,3,"1"
"124",123,"Beating Heart","ELLIE GOULDING","Yearning",4,"Medium Tempo",1,"Electronica",1,"Female",2,198,2,20140405,2014,"1977",1977,37,4,"0"
"125",124,"Studio","SCHOOLBOY Q featuring BJ THE CHICAGO KID","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,270,4,20140621,2014,"1983",1983,31,2,"0"
"126",125,"3","BRITNEY SPEARS","Energizing",6,"Fast Tempo",2,"Pop",3,"Female",2,205,2,20091024,2009,"1970",1970,39,4,"1"
"127",126,"Slow Me Down","SARA EVANS","Upbeat",5,"Medium Tempo",1,"Traditional",2,"Female",2,149,0,20140329,2014,"1969",1969,45,5,"0"
"128",127,"Counting Stars","ONEREPUBLIC","Urgent",3,"Medium Tempo",1,"Pop",3,"Male",3,225,3,20140104,2014,"1979",1979,35,3,"0"
"129",128,"Blurred Lines","ROBIN THICKE featuring T.I. & PHARRELL","Energizing",6,"Medium Tempo",1,"Pop",3,"Male",3,151,1,20140104,2014,"1977",1977,37,4,"0"
"130",129,"My Baby's Gor A Smile On Her Face","CRAIG WAYNE BOYD","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,178,1,20150103,2015,"1978",1978,37,4,"0"
"131",130,"I Don't Dance","LEE BRICE","Upbeat",5,"Medium Tempo",1,"Other",0,"Male",3,227,3,20140503,2014,"0",1982,32,3,"0"
"132",131,"Get Her Back","ROBIN THICKE","Easygoing",1,"Medium Tempo",1,"Pop",3,"Male",3,182,2,20140712,2014,"0",1982,32,3,"0"
"133",132,"Whistle","FLO RIDA","Energizing",6,"Medium Tempo",1,"Urban",3,"Male",3,198,2,20120825,2012,"1979",1979,33,3,"1"
"134",133,"I Kissed A Girl","KATY PERRY","Aggressive",4,"Fast Tempo",2,"Pop",3,"Female",2,156,1,20080705,2008,"1984",1984,24,1,"1"
"135",134,"This Is How We Do","KATY PERRY","Energizing",6,"Medium Tempo",1,"Pop",3,"Female",2,176,1,20140816,2014,"1984",1984,30,2,"0"
"136",135,"Habits (Stay High)","TOVE LO","Sophisticated",4,"Medium Tempo",1,"Electronica",1,"Female",2,0,0,20140614,2014,"0",1982,32,3,"0"
"137",136,"Animals","MARTIN GARRIX","Defiant",3,"Fast Tempo",2,"Alternative & Punk",1,"Male",3,240,3,20140104,2014,"0",1982,32,3,"0"
"138",137,"Get Ur Freak On","MISSY ""MISDEMEANOR"" ELLIOTT","Defiant",3,"Medium Tempo",1,"Urban",3,"Female",2,175,1,20150221,2015,"0",1982,33,3,"0"
"139",138,"Bad Blood","BASTILLE","Excited",5,"Fast Tempo",2,"Alternative & Punk",1,"Male",3,218,3,20140426,2014,"1973",1973,41,4,"0"
"140",139,"Give Me Back My Hometown","ERIC CHURCH","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,239,3,20140125,2014,"1977",1977,37,4,"0"
"141",140,"Slow Jamz","TWISTA feat KANYE WEST & JAMIE FOXX","Yearning",4,"Medium Tempo",1,"Urban",3,"Male",3,250,4,20040221,2004,"1973",1973,31,2,"1"
"142",141,"Fever","THE BLACK KEYS","Brooding",4,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,251,4,20140412,2014,"0",1982,32,3,"0"
"143",142,"My Baby's Guns N' Roses","BRANTLEY GILBERT","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,270,4,20140517,2014,"1985",1985,29,2,"0"
"144",143,"Wonderland","TAYLOR SWIFT","Empowering",6,"Medium Tempo",1,"Pop",3,"Female",2,252,4,20150307,2015,"1989",1989,26,1,"0"
"145",144,"Wasting All These Tears","CASSADEE POPE","Empowering",6,"Slow Tempo",0,"Traditional",2,"Female",2,217,3,20140104,2014,"0",1982,32,3,"0"
"146",145,"I Won't Let You Down","OK GO","Energizing",6,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,0,0,20141115,2014,"0",1982,32,3,"0"
"147",146,"Hookah","TYGA featuring YOUNG THUG","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,253,4,20140830,2014,"0",1982,32,3,"0"
"148",147,"Kiss Me Kiss Me","5 SECONDS OF SUMMER","Stirring",5,"Fast Tempo",2,"Pop",3,"Male",3,269,4,20140705,2014,"1996",1996,18,NA,"0"
"149",148,"Somebody That I Used To Know","CHRISTINA GRIMMIE & ADAM LEVINE","Yearning",4,"Medium Tempo",1,"Pop",3,"Mixed",1,220,3,20140607,2014,"0",1982,32,3,"0"
"150",149,"Give It To Me","TIMBALAND feat NELLY FURTADO & JUSTIN TIMBERLAKE","Energizing",6,"Medium Tempo",1,"Pop",3,"Mixed",1,93,0,20070421,2007,"1972",1972,35,3,"1"
"151",150,"Grillz","NELLY featuring PAUL WALL, ALI & GIPP","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,701,6,20060121,2006,"1974",1974,32,3,"1"
"152",151,"London Bridge","FERGIE","Cool",5,"Medium Tempo",1,"Pop",3,"Female",2,310,6,20060819,2006,"1975",1975,31,2,"1"
"153",152,"Centuries","FALL OUT BOY","Urgent",3,"Medium Tempo",1,"Alternative & Punk",1,"Male",3,209,2,20140927,2014,"1984",1984,30,2,"0"
"154",153,"Unconditionally","KATY PERRY","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,241,4,20140104,2014,"1984",1984,30,2,"0"
"155",154,"Shell Shocked","JUICY J, WIZ KHALIFA & TY DOLLA $IGN featuring KILL THE NOIS","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,271,5,20140830,2014,"0",1982,32,3,"0"
"156",155,"Wet Dreamz","J. COLE","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,300,5,20141227,2014,"1985",1985,29,2,"0"
"157",156,"Am I Wrong","NICO & VINZ","Yearning",4,"Medium Tempo",1,"Pop",3,"Male",3,211,3,20140503,2014,"1990",1990,24,1,"0"
"158",157,"Down","JAY SEAN featuring LIL WAYNE","Cool",5,"Medium Tempo",1,"Urban",3,"Male",3,223,3,20091017,2009,"1981",1981,28,2,"1"
"159",158,"She Knows","J. COLE featuring AMBER COFFMAN & THE CULTS","Aggressive",4,"Medium Tempo",1,"Urban",3,"Mixed",1,224,3,20140125,2014,"1985",1985,29,2,"0"
"160",159,"The Days","AVICII","Yearning",4,"Medium Tempo",1,"Electronica",1,"Male",3,240,3,20141025,2014,"1989",1989,25,1,"0"
"161",160,"Girls Chase Boys","INGRID MICHAELSON","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,234,3,20140426,2014,"1979",1979,35,3,"0"
"162",161,"Do I Make You Proud","TAYLOR HICKS","Empowering",6,"Medium Tempo",1,"Pop",3,"Male",3,352,6,20060701,2006,"1976",1976,30,2,"1"
"163",162,"Na Na","TREY SONGZ","Sensual",2,"Slow Tempo",0,"Urban",3,"Male",3,193,2,20140208,2014,"1984",1984,30,2,"0"
"164",163,"Sunshine & Whiskey","FRANKIE BALLARD","Empowering",6,"Medium Tempo",1,"Traditional",2,"Male",3,233,3,20140726,2014,"0",1982,32,3,"0"
