"","abreviatura","entidad","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","anual","agnio"
"1","AGS","AGUASCALIENTES ",32.7,109,0,0.6,5.3,56.4,138.7,70.6,77.6,2.2,0,0,493.1,"2010"
"2","BC","BAJA CALIFORNIA ",79.6,57,23,30.3,0,0,0.4,2.9,3.9,29.7,8.9,61.7,297.4,"2010"
"3","BCS","BAJA CALIFORNIA SUR ",6.4,17.2,1.9,0,0,0,0.8,6.7,73.7,2.1,0,0.5,109.3,"2010"
"4","CAMP","CAMPECHE ",51.3,10.3,3.6,29.1,107.4,327.7,266,279.2,237.5,56,48,9.1,1425.2,"2010"
"5","COAH","COAHUILA ",37.6,31.4,6.8,80.2,83,74.1,177.8,16.3,81.9,2,0.9,0,592,"2010"
"6","COL","COLIMA ",26.7,191.7,0,0,0.1,83.2,238.7,356.2,301.1,3.1,0,0,1200.8,"2010"
"7","CHIS","CHIAPAS ",45.1,17.8,14.8,70.4,186.4,507.5,395.1,756.7,559.5,58.4,89.9,28.7,2730.3,"2010"
"8","CHIH","CHIHUAHUA ",32.8,21.1,1.4,13,4.1,36.9,180.1,76.3,100.2,3.7,0.2,0.2,470,"2010"
"9","CDMX","DISTRITO FEDERAL ",25.8,57.3,1.6,14.9,27.3,94.3,203.3,174.5,93.7,3.7,1.4,0.1,697.9,"2010"
"10","DGO","DURANGO ",10.5,38.7,7.4,3.8,7.8,59.4,199,75.6,154,2.9,0,0.2,559.3,"2010"
"11","GTO","GUANAJUATO ",53.1,151.6,0.6,5.5,6.5,79.5,243,125.8,131.3,0.7,0,0.1,797.7,"2010"
"12","GRO","GUERRERO ",36.4,113.9,0,0,7.4,201.7,318.4,518.2,310,9,6,0,1521,"2010"
"13","HGO","HIDALGO ",61.7,85.1,5.3,59,32.7,48.8,337.9,100.9,174.2,20.4,9.2,3.5,938.7,"2010"
"14","JAL","JALISCO ",29,122.3,0,0.8,5,125.4,282.8,216.9,156.9,1.2,0,0,940.3,"2010"
"15","MEX","ESTADO DE MÉXICO ",35.1,124.3,0.4,12.3,22.8,89.7,243.7,161.5,114.3,3.8,1.8,0,809.7,"2010"
"16","MICH","MICHOACÁN ",43.1,179.1,0.2,1.7,10.3,131.4,330.1,232.7,152.7,2.9,2.1,0,1086.3,"2010"
"17","MOR","MORELOS ",27,100.9,0.4,9.6,7.1,182.8,304.7,316,249.3,1.8,7.3,0,1206.9,"2010"
"18","NAY","NAYARIT ",19.6,124.2,0.3,0.1,0.2,54,471.2,507.4,462.5,10.3,0,0,1649.8,"2010"
"19","NL","NUEVO LEÓN ",29.1,36.5,14.3,162.4,49.9,209.6,352.7,45.5,322.2,8.4,0,0.6,1231.2,"2010"
"20","OAX","OAXACA ",19.4,28.4,17.7,45.7,25,241.1,371.3,679.3,460.5,18.3,26.9,6.5,1940.1,"2010"
"21","PUE","PUEBLA ",59.8,61.1,15.4,55.1,37.2,117.1,354.4,279.2,273.6,62.5,43,6.7,1365.1,"2010"
"22","QRO","QUERÉTARO ",39.5,139.9,0.9,22.1,11,86.2,204.4,79.4,130.7,2.9,0,0.1,717.1,"2010"
"23","QROO","QUINTANA ROO ",76.8,35.5,10.9,221.9,187.9,120.9,292.1,130.2,217.9,63.8,130.7,15.2,1503.8,"2010"
"24","SLP","SAN LUIS POTOSÍ ",52.5,90.7,4.4,94.6,49.3,85.4,563.6,107.1,284.9,22.6,2.4,2.5,1360,"2010"
"25","SIN","SINALOA ",15.9,47,1.9,1.1,0.6,3.1,154,191.7,175.5,5.5,0,0.1,596.4,"2010"
"26","SON","SONORA ",59.8,31.3,6.4,6.2,0,5.1,130.7,117.9,80,10.7,0,4.9,453,"2010"
"27","TAB","TABASCO ",163.6,52.6,35.2,37.2,73,319.8,310.1,664.8,551.7,91.6,207.6,54.7,2561.9,"2010"
"28","TAMPS","TAMAULIPAS ",23.9,71.9,6,111.9,76.3,131.6,327.7,44.5,207.3,9.9,0.1,0.1,1011.2,"2010"
"29","TLAX","TLAXCALA ",43.8,67.7,3.2,58.5,35.6,80.3,237.3,164.6,125.3,7.8,5,0,829.1,"2010"
"30","VER","VERACRUZ ",80.4,59.5,19.7,89,23.7,131.9,432.2,395.6,397.2,87,47.5,27.4,1791.1,"2010"
"31","YUC","YUCATÁN ",26.4,14.3,11.4,53.8,96.6,180,228.7,219,182.5,39.8,16.8,2.3,1071.6,"2010"
"32","ZAC","ZACATECAS ",24.1,87.4,0.4,1.6,2.7,36.6,160,79.6,115.5,1.1,0,0,509,"2010"
"33","AGS","AGUASCALIENTES ",0.5,0,0,0.4,0.5,48.1,32.4,58.6,90.6,25.6,1.1,0,257.8,"2011"
"34","BC","BAJA CALIFORNIA ",5,75.2,29.9,10.5,7.1,0,9.7,2.7,3.5,4.2,39.2,19.8,206.8,"2011"
"35","BCS","BAJA CALIFORNIA SUR ",0.1,0.4,0.6,0.4,0.5,0,6.8,16.5,21.2,1.6,18.8,2.5,69.4,"2011"
"36","CAMP","CAMPECHE ",65.8,10,16.4,17.1,35.1,201.9,187.9,194.8,191.2,177.2,56.2,27.3,1180.9,"2011"
"37","COAH","COAHUILA ",7.6,0.5,2.5,4.7,9.3,19,32.7,25.2,19.5,25.6,12.7,16.7,176,"2011"
"38","COL","COLIMA ",0,0,0,0.1,3.7,174.8,392.8,215,197.7,382,0,0,1366.1,"2011"
"39","CHIS","CHIAPAS ",46,37.1,84.3,74.2,149.5,300.6,458.5,433.7,422.3,273.7,58.8,42.9,2381.6,"2011"
"40","CHIH","CHIHUAHUA ",2.9,0.3,0,0,1.1,11.6,101,76.4,23.9,9.2,22,12.1,260.5,"2011"
"41","CDMX","DISTRITO FEDERAL ",0.1,0.7,8.1,39.8,28,129.8,230.5,158.9,101.9,62,21.9,0.9,782.6,"2011"
"42","DGO","DURANGO ",0.9,0,0,0.2,0.7,3.1,106.8,66.5,57.5,4.9,4.6,0.4,245.6,"2011"
"43","GTO","GUANAJUATO ",1.9,0,0.1,7.4,4.6,72,89.3,78.9,87.3,36.7,0.3,0.2,378.7,"2011"
"44","GRO","GUERRERO ",0,0,0.7,9.6,33.9,278.7,312.2,298.5,158,100,2.5,0.3,1194.4,"2011"
"45","HGO","HIDALGO ",13.5,4.5,6.4,36.6,11.1,245.7,199.8,58.7,72.9,19.6,32.2,4.1,705.1,"2011"
"46","JAL","JALISCO ",0.6,0,0.2,2.7,5,97.8,203.8,137.4,76.4,78.2,0.2,0,602.3,"2011"
"47","MEX","ESTADO DE MÉXICO ",0.7,0.3,2.2,20.8,24.7,131.9,221,116.9,63.5,59.1,16.2,0.3,657.6,"2011"
"48","MICH","MICHOACÁN ",0.6,0,1.1,5.9,13.6,125.4,270.6,145.1,76.9,43.9,6.2,0.5,689.8,"2011"
"49","MOR","MORELOS ",0,0,1.8,8.1,50,190.2,222.5,265.2,136.1,80.1,13.1,0.5,967.6,"2011"
"50","NAY","NAYARIT ",0.7,0,0,0,0,91.2,390.7,436.4,181.3,28.4,0.5,0,1129.2,"2011"
"51","NL","NUEVO LEÓN ",23.8,0,12.1,4.3,13.2,85.1,79.1,29.9,36.8,55.9,6.5,24.1,370.8,"2011"
"52","OAX","OAXACA ",35.6,6.3,3.8,16.6,30.9,248.3,453.1,292.5,186.5,64.6,29.8,20.6,1388.6,"2011"
"53","PUE","PUEBLA ",15.8,7.4,26.6,39.1,71.3,225.8,290.5,261.1,167.9,85.9,59.8,28.8,1280,"2011"
"54","QRO","QUERÉTARO ",0.1,0.1,8.4,3.7,7.5,131.8,62.3,74.5,56.7,24.4,2.8,0,372.3,"2011"
"55","QROO","QUINTANA ROO ",40.1,91.2,100.9,3.2,14.9,277.4,180.1,112.9,125.5,382.5,93.8,53.8,1476.3,"2011"
"56","SLP","SAN LUIS POTOSÍ ",16,2.8,14.3,5,34.6,276.7,372,64.7,61.7,39.8,24.4,10.3,922.3,"2011"
"57","SIN","SINALOA ",0.1,0,0,0.1,0,3.8,250.9,222.6,64.5,6.8,40.8,5.7,595.3,"2011"
"58","SON","SONORA ",0.7,1.7,0.1,1.6,0.1,7,117,103.6,38.5,3.5,61.7,24.6,360.1,"2011"
"59","TAB","TABASCO ",159.1,120.9,106.9,25.9,93.9,155,478.5,242.5,445.5,401.5,162.4,104.4,2496.5,"2011"
"60","TAMPS","TAMAULIPAS ",33.7,0.3,7.7,0.3,20.1,234.6,119.2,49.4,65.9,33.1,17.8,21.2,603.3,"2011"
"61","TLAX","TLAXCALA ",0,0,7,32,61.2,134.1,172.6,152,86.2,60.9,15,2.3,723.3,"2011"
"62","VER","VERACRUZ ",76.4,18.5,21.8,14.6,35,206.7,374.2,247,264.4,149,102.4,43.5,1553.5,"2011"
"63","YUC","YUCATÁN ",48,34.4,24.6,4.8,10.1,223.7,163.8,119.7,189.8,100.7,36.4,16.8,972.8,"2011"
"64","ZAC","ZACATECAS ",0.1,0.4,0.1,0.1,10.8,28.6,73.4,79.4,95.4,25,1,0.2,314.5,"2011"
"65","AGS","AGUASCALIENTES ",11.1,51.9,1.1,0,5.4,60,144.5,89.4,64.6,6.4,4.2,9.1,447.7,"2012"
"66","BC","BAJA CALIFORNIA ",4,27.5,37.6,17.6,0,0.1,4.3,7.8,11.1,1.9,5.6,32.8,150.3,"2012"
"67","BCS","BAJA CALIFORNIA SUR ",0,9.4,1.4,0.2,0,0,2.3,104.5,107.5,65.8,1.7,13.1,305.9,"2012"
"68","CAMP","CAMPECHE ",24,22.7,29.8,28.2,106.4,268.8,176.2,199.7,174.6,81,4.4,25.4,1141.2,"2012"
"69","COAH","COAHUILA ",7.2,19.3,24.3,19.2,23.8,13.5,47.7,39.1,82.8,20.3,22.9,3.5,323.6,"2012"
"70","COL","COLIMA ",0,76.1,0,0.1,39.3,255.2,118.7,204.9,169.3,66.7,36.1,24.2,990.6,"2012"
"71","CHIS","CHIAPAS ",53.3,38.6,58.2,57.8,181.1,264,211.8,418.1,321.3,194.4,29,57.7,1885.3,"2012"
"72","CHIH","CHIHUAHUA ",2.5,7.4,3.6,6.5,5.4,12.2,133.7,120.7,104.1,33.4,20.6,21.4,471.5,"2012"
"73","CDMX","DISTRITO FEDERAL ",6.9,28.2,26.5,15.1,16.3,96,160.5,108.4,83.4,14.9,12.7,0,568.9,"2012"
"74","DGO","DURANGO ",2.4,9.6,0.4,4.3,7.8,17.1,134.5,97,87,26,9.4,10.7,406.3,"2012"
"75","GTO","GUANAJUATO ",6.4,59.5,7.1,1.7,12.4,85.8,190.5,99.7,86.2,5.7,14.9,3.4,573.3,"2012"
"76","GRO","GUERRERO ",2.3,6.1,2.5,4.9,38.4,217.1,150.9,243.9,185.4,98.8,10.7,0.5,961.5,"2012"
"77","HGO","HIDALGO ",12.1,49.6,22.9,23.2,28.6,87.7,116.3,195.4,74,12.8,26.1,3.7,652.4,"2012"
"78","JAL","JALISCO ",0.6,63.7,1.4,0.1,9.2,123.8,202.2,158.7,69.1,22,6.1,12.2,669.1,"2012"
"79","MEX","ESTADO DE MÉXICO ",3.6,33.6,14.4,9,20.1,130.1,180.7,130.9,78.2,14.8,12.5,0.6,628.5,"2012"
"80","MICH","MICHOACÁN ",1.9,59.5,10.6,0.9,20.3,142.6,186,192.4,81,25.4,28.4,5.8,754.8,"2012"
"81","MOR","MORELOS ",3.1,20.1,3.4,6.4,50.6,159.3,225.4,207.5,128.9,31.1,4.4,0.2,840.4,"2012"
"82","NAY","NAYARIT ",0.5,30.3,0,0.2,3,208.1,253.8,325.5,194,37.7,2.3,4.7,1060.1,"2012"
"83","NL","NUEVO LEÓN ",4.9,71,24,23.4,48.5,59.4,25.2,83.3,105.4,41.6,73.6,2.1,562.4,"2012"
"84","OAX","OAXACA ",52.4,21.8,22.8,44,56.7,349.2,140,315.4,219.5,93.8,30.3,14.1,1360,"2012"
"85","PUE","PUEBLA ",44.7,57.5,29.3,42.1,60.5,231.1,273.7,333.3,201.7,63.2,42.2,11.2,1390.5,"2012"
"86","QRO","QUERÉTARO ",6.7,53.8,10,4.9,20.4,110.5,138,113.8,94.4,7,27.9,2.5,589.9,"2012"
